STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,POPULATION,LATITUDE,LONGITUDE
53,035,092901,4,1401,+47.416997,-122.707339
53,035,092902,1,1673,+47.464033,-122.643193
53,035,092902,2,1319,+47.443395,-122.653445
53,035,092902,3,1506,+47.436225,-122.637241
53,035,092902,4,1328,+47.413404,-122.664042
53,035,940000,1,1279,+47.754041,-122.492006
53,035,940000,2,1183,+47.761409,-122.542113
53,035,940000,3,1202,+47.750413,-122.532993
53,035,940100,1,1852,+47.733317,-122.594841
53,035,940100,2,1828,+47.711509,-122.594138
53,035,940100,3,1587,+47.749118,-122.564387
53,035,940100,4,1541,+47.732922,-122.556066
53,035,990100,0,0,+47.723753,-122.465233
53,037,975101,1,2894,+47.262927,-121.014976
53,037,975102,1,1170,+47.184141,-120.955380
53,037,975103,1,1374,+47.195828,-120.931906
53,037,975104,1,2027,+47.214195,-120.986652
53,037,975201,1,1363,+47.145520,-120.877938
53,037,975201,2,729,+47.183797,-121.055134
53,037,975201,3,750,+47.213024,-121.129558
53,037,975202,1,1528,+46.972775,-120.616923
53,037,975203,1,1305,+47.031228,-120.666164
53,037,975300,1,2238,+47.044301,-120.431281
53,037,975300,2,2451,+47.042837,-120.560933
53,037,975300,3,557,+47.129466,-120.626493
53,037,975402,1,2385,+46.983068,-120.523078
53,037,975402,2,929,+46.986424,-120.536865
53,037,975402,3,1031,+46.992354,-120.540053
53,037,975402,4,516,+46.997666,-120.535124
53,037,975402,5,783,+46.992222,-120.530896
53,037,975403,1,1065,+47.005364,-120.514262
53,037,975403,2,225,+47.003202,-120.535797
53,037,975403,3,461,+47.003541,-120.528706
53,037,975404,1,1102,+47.007863,-120.532213
53,037,975404,2,1932,+47.012371,-120.532873
53,037,975404,3,1710,+47.017362,-120.532708
53,037,975500,1,1500,+47.013612,-120.575997
53,037,975500,2,1828,+47.010629,-120.544473
53,037,975500,3,1138,+47.002993,-120.552438
53,037,975500,4,2201,+47.015858,-120.550158
53,037,975600,1,1137,+46.999216,-120.545263
53,037,975600,2,1281,+46.992396,-120.551884
53,037,975700,1,1593,+46.987457,-120.434316
53,037,975700,2,985,+46.982869,-120.374591
53,037,975700,3,2149,+46.915397,-120.371213
53,039,950101,1,949,+45.892240,-120.296334
53,039,950101,2,458,+46.011257,-121.296583
53,039,950102,1,2111,+45.859965,-120.822874
53,039,950102,2,1005,+45.862762,-120.958034
53,039,950103,1,1645,+45.839823,-120.706123
53,039,950103,2,1453,+45.817442,-120.816182
53,039,950103,3,608,+45.821020,-120.829089
53,039,950103,4,703,+45.812867,-120.828574
53,039,950200,1,887,+45.710320,-120.966783
53,039,950200,2,1235,+45.796605,-121.236105
53,039,950200,3,1531,+45.636180,-121.176145
53,039,950200,4,871,+45.711266,-121.245552
53,039,950301,1,1062,+45.730861,-121.502679
53,039,950301,2,1745,+45.733945,-121.489599
53,039,950301,3,595,+45.726383,-121.480173
53,039,950302,1,1657,+45.834352,-121.487552
53,039,950302,2,1258,+45.976933,-121.515932
53,039,950302,3,1197,+45.771299,-121.480964
53,039,950302,4,1765,+45.729714,-121.447655
53,041,970100,1,2137,+46.667720,-123.052516
53,041,970100,2,1533,+46.686897,-123.204353
53,041,970200,1,1122,+46.662716,-122.993453
53,041,970200,2,1742,+46.710832,-123.000710
53,041,970200,3,1169,+46.721716,-123.006449
53,041,970300,1,1291,+46.739787,-122.988911
53,041,970300,2,1580,+46.740551,-122.998069
53,041,970300,3,1291,+46.727000,-122.995989
53,041,970300,4,1415,+46.730088,-122.986027
53,041,970400,1,2435,+46.745001,-122.955340
53,041,970400,2,1189,+46.728852,-122.951858
53,041,970400,3,1020,+46.719689,-122.938494
53,041,970400,4,1622,+46.737236,-122.934037
53,041,970500,1,1124,+46.728743,-122.961294
53,041,970500,2,1180,+46.723977,-122.960073
53,041,970600,1,1191,+46.718650,-122.962555
53,041,970600,2,1029,+46.718184,-122.971057
53,041,970700,1,1022,+46.708210,-122.936708
53,041,970700,2,893,+46.710942,-122.958383
53,041,970700,3,808,+46.713230,-122.965120
53,041,970700,4,1561,+46.705583,-122.963208
53,041,970800,1,821,+46.667978,-122.920875
53,041,970800,2,743,+46.668024,-122.975843
53,041,970800,3,1853,+46.656963,-122.946175
53,041,970800,4,889,+46.663149,-122.970567
53,041,970900,1,1138,+46.655052,-122.964130
53,041,970900,2,870,+46.658649,-122.963625
53,041,971000,1,1422,+46.641764,-122.938798
53,041,971000,2,1786,+46.649831,-122.951741
53,041,971100,1,1368,+46.669442,-122.811154
53,041,971100,2,1378,+46.626174,-122.870209
53,041,971100,3,1652,+46.592627,-122.770229
53,041,971200,1,1758,+46.554927,-122.762352
53,041,971200,2,2070,+46.508539,-122.726930
53,041,971300,1,2128,+46.579740,-122.920003
53,041,971300,2,1661,+46.541613,-122.902625
53,041,971300,3,2194,+46.539943,-122.853697
53,041,971400,1,1191,+46.606868,-122.981679
53,041,971400,2,1732,+46.609415,-122.908179
53,041,971501,1,1271,+46.504846,-122.931109
53,041,971501,2,1531,+46.484815,-122.937101
53,041,971502,1,2838,+46.579538,-123.031433
53,041,971502,2,1122,+46.574796,-123.189896
53,041,971502,3,900,+46.577747,-123.299414
53,041,971600,1,1288,+46.446770,-122.851070
53,041,971600,2,970,+46.437436,-122.993313
53,041,971600,3,1788,+46.418938,-122.938285
53,041,971700,1,1999,+46.433105,-122.794233
53,041,971700,2,1111,+46.549541,-122.473328
53,041,971700,3,1124,+46.501245,-122.496286
53,041,971700,4,845,+46.528305,-122.466102
53,041,971800,1,783,+46.711850,-122.105257
53,041,971800,2,1154,+46.602784,-122.499508
53,041,971800,3,1049,+46.589361,-122.685035
53,041,971800,4,1626,+46.563069,-122.618397
53,041,971900,1,1132,+46.529224,-122.119463
53,041,971900,2,584,+46.547071,-122.275677
53,041,971900,3,1149,+46.561534,-122.280053
53,041,972000,1,602,+46.506614,-121.987613
53,041,972000,2,927,+46.540198,-121.909664
53,041,972000,3,771,+46.602071,-121.693828
53,041,972000,4,577,+46.609694,-121.673987
53,043,960100,1,980,+47.653025,-118.148835
53,043,960100,2,738,+47.650689,-118.156336
53,043,960200,1,970,+47.771812,-117.978704
53,043,960200,2,1311,+47.791234,-118.268096
53,043,960200,3,1038,+47.655438,-117.916268
53,043,960300,1,955,+47.789771,-118.526187
53,043,960300,2,981,+47.789538,-118.894159
53,043,960300,3,916,+47.756686,-118.704295
53,043,960400,1,972,+47.435118,-118.386117
53,043,960400,2,946,+47.330697,-118.687408
53,043,960400,3,1069,+47.374065,-117.977032
53,045,940000,1,723,+47.337347,-123.156322
53,045,960100,1,349,+47.456090,-123.211620
53,045,960100,2,448,+47.308168,-123.364772
53,045,960201,1,1595,+47.404699,-123.183961
53,045,960201,2,942,+47.491741,-123.088189
53,045,960202,1,636,+47.161294,-123.449798
53,045,960202,2,653,+47.298693,-123.240529
53,045,960202,3,987,+47.143839,-123.365911
53,045,960202,4,1145,+47.204142,-123.227561
53,045,960301,1,641,+47.432820,-123.036851
53,045,960301,2,939,+47.423152,-122.997179
53,045,960301,3,722,+47.399592,-122.977708
53,045,960302,1,955,+47.448821,-122.886559
53,045,960302,2,2648,+47.448612,-122.858328
53,045,960302,3,836,+47.485264,-122.942375
53,045,960401,1,1915,+47.480060,-122.828519
53,045,960401,2,783,+47.435877,-122.830211
53,045,960401,3,622,+47.390694,-122.810715
53,045,960401,4,1612,+47.393760,-122.837908
53,045,960402,1,816,+47.390198,-122.875112
53,045,960402,2,1206,+47.404680,-122.876281
53,045,960403,1,702,+47.342410,-122.854920
53,045,960403,2,924,+47.336955,-122.834784
53,045,960403,3,1057,+47.374603,-122.846157
53,045,960500,1,848,+47.347176,-123.092672
53,045,960500,2,1360,+47.367691,-122.971150
53,045,960500,3,1682,+47.308874,-123.105619
53,045,960500,4,1745,+47.283350,-123.057047
53,045,960600,1,2139,+47.235284,-123.188046
53,045,960600,2,2156,+47.247093,-123.121895
53,045,960600,3,1516,+47.253984,-123.089379
53,045,960700,1,1008,+47.220911,-123.121434
53,045,960700,2,767,+47.223158,-123.116541
53,045,960800,1,1417,+47.229136,-123.099297
53,045,960800,2,819,+47.219526,-123.107862
53,045,960800,3,961,+47.217433,-123.093613
53,045,960800,4,852,+47.213753,-123.113714
53,045,960900,1,917,+47.201894,-123.087043
53,045,960900,2,1355,+47.202276,-123.103110
53,045,960900,3,2012,+47.205400,-123.113580
53,045,960900,4,924,+47.202615,-123.094420
53,045,961000,1,758,+47.181751,-123.121413
53,045,961000,2,1878,+47.183123,-123.053869
53,045,961000,3,1518,+47.195256,-123.033479
53,045,961000,4,961,+47.176229,-122.980892
53,045,961101,1,1621,+47.247313,-122.880204
53,045,961101,2,693,+47.214949,-122.970308
53,045,961102,1,995,+47.213016,-123.053415
53,045,961102,2,1382,+47.249980,-122.975390
53,045,961102,3,1857,+47.224010,-122.975561
53,045,961200,1,748,+47.342392,-122.935930
53,045,961200,2,1792,+47.288596,-122.931673
53,045,961200,3,1509,+47.278776,-123.027070
53,045,961300,1,1224,+47.128943,-123.066211
53,045,961300,2,1160,+47.130651,-123.157481
53,045,961300,3,1296,+47.163631,-123.076581
53,047,940100,1,697,+48.112964,-118.966151
53,047,940100,2,700,+48.216777,-118.945677
53,047,940100,3,1380,+47.977309,-118.965993
53,047,940200,1,1277,+48.403173,-119.391434
53,047,940200,2,1162,+48.146654,-119.626975
53,047,940200,3,875,+48.401445,-119.520925
53,047,970301,1,1025,+48.868661,-119.510004
53,047,970301,2,936,+48.930163,-119.436148
53,047,970301,3,1200,+48.951563,-119.442847
53,047,970302,1,746,+48.953000,-119.360011
53,047,970302,2,1165,+48.834377,-119.364952
53,047,970303,1,852,+48.837709,-119.112744
53,047,970303,2,656,+48.577094,-119.195420
53,047,970303,3,726,+48.652255,-119.013695
53,047,970400,1,1306,+48.710592,-119.423754
53,047,970400,2,1067,+48.757658,-119.488745
53,047,970400,3,1510,+48.665022,-119.475733
53,047,970500,1,1531,+48.526792,-119.509451
53,047,970500,2,980,+48.458303,-119.683004
53,047,970601,1,1730,+48.426163,-119.508136
53,047,970601,2,1454,+48.420686,-119.519043
53,047,970602,1,1053,+48.413421,-119.526018
53,047,970602,2,869,+48.418103,-119.548737
53,047,970602,3,590,+48.407292,-119.531530
53,047,970602,4,1019,+48.402369,-119.541828
53,047,970700,1,1153,+48.374774,-119.572406
53,047,970700,2,637,+48.366962,-119.587279
53,047,970700,3,656,+48.358548,-119.588401
53,047,970700,4,934,+48.337203,-119.617913
53,047,970700,5,656,+48.293560,-119.701154
53,047,970800,1,805,+48.198065,-119.750093
53,047,970800,2,960,+48.117522,-119.755101
53,047,970800,3,1228,+48.095847,-119.781784
53,047,970800,4,914,+48.101552,-119.805974
53,047,970800,5,773,+48.063438,-119.917923
53,047,970900,1,529,+48.597282,-120.377883
53,047,970900,2,1028,+48.473258,-120.252193
53,047,970900,3,1211,+48.498806,-120.184858
53,047,971000,1,680,+48.303979,-120.044394
53,047,971000,2,693,+48.391338,-120.112373
53,047,971000,3,1047,+48.381375,-120.139062
53,047,971000,4,904,+48.322422,-120.164697
53,047,971000,5,790,+48.106550,-120.017955
53,049,950200,1,1009,+46.698125,-123.753799
53,049,950200,2,1059,+46.710256,-123.671611
53,049,950200,3,845,+46.685274,-123.727077
53,049,950200,4,1098,+46.675531,-123.744445
53,049,950200,5,628,+46.669237,-123.702078
53,049,950301,1,679,+46.758693,-124.064711
53,049,950301,2,590,+46.667426,-123.820525
53,049,950301,3,1025,+46.657559,-123.909455
53,049,950302,1,1452,+46.664617,-123.792880
53,049,950400,1,1648,+46.604479,-123.615823
53,049,950400,2,1192,+46.383240,-123.771460
53,049,950400,3,1185,+46.313178,-123.929283
53,049,950501,1,662,+46.342986,-124.048576
53,049,950501,2,563,+46.376736,-124.050365
53,049,950501,3,651,+46.327146,-124.028068
53,049,950502,1,465,+46.305560,-124.044861
53,049,950502,2,555,+46.323685,-124.053250
53,049,950600,1,929,+46.359531,-124.053398
53,049,950600,2,545,+46.344600,-124.055298
53,049,950701,1,709,+46.474957,-124.036448
53,049,950701,2,616,+46.480989,-124.049425
53,049,950702,1,2215,+46.437941,-124.044556
53,049,950801,1,1822,+46.536463,-124.049427
53,049,950802,1,1223,+46.499481,-124.045281
53,049,990100,0,0,+46.528765,-124.109552
53,051,970100,1,531,+48.766713,-117.414995
53,051,970100,2,485,+48.857242,-117.378620
53,051,970100,3,1063,+48.710414,-117.371728
53,051,970200,1,783,+48.499808,-117.321212
53,051,970200,2,634,+48.329523,-117.332743
53,051,970200,3,576,+48.262674,-117.126485
53,051,970200,4,726,+48.276821,-117.239044
53,051,970300,1,1572,+48.190545,-117.108074
53,051,970300,2,1647,+48.181303,-117.048130
53,051,970400,1,1034,+48.175585,-117.252373
53,051,970400,2,973,+48.072964,-117.334439
53,051,970400,3,865,+48.122770,-117.312011
53,051,970500,1,708,+48.127711,-117.207499
53,051,970500,2,1804,+48.108064,-117.137578
53,053,060200,1,2247,+47.251140,-122.425889
53,053,060300,1,1672,+47.299690,-122.524085
53,053,060300,2,1921,+47.294778,-122.505768
53,053,060300,3,1831,+47.296795,-122.515488
53,053,060400,1,1427,+47.284645,-122.493673
53,053,060400,2,1357,+47.278438,-122.492932
53,053,060400,3,1459,+47.283753,-122.501418
53,053,060500,1,1423,+47.272595,-122.471827
53,053,060500,2,1347,+47.273062,-122.484581
53,053,060500,3,1350,+47.270957,-122.478757
53,053,060600,1,1510,+47.270263,-122.460138
53,053,060600,2,1279,+47.265539,-122.461197
53,053,060600,3,1474,+47.262544,-122.461810
53,053,060600,4,1354,+47.259139,-122.464396
53,053,060700,1,1374,+47.265206,-122.473064
53,053,060700,2,1453,+47.259583,-122.471816
53,053,060700,3,1354,+47.257139,-122.476750
53,053,060700,4,1287,+47.261474,-122.486409
53,053,060700,5,1862,+47.262662,-122.481266
53,053,060800,1,1151,+47.273864,-122.495447
53,053,060800,2,1540,+47.269625,-122.496049
53,053,060800,3,1504,+47.263881,-122.495720
53,053,060800,4,1402,+47.258147,-122.496399
53,053,060903,1,852,+47.285942,-122.518551
53,053,060903,2,1309,+47.275563,-122.519212
53,053,060903,3,1111,+47.282257,-122.525169
53,053,060904,1,1337,+47.287773,-122.509821
53,053,060904,2,1094,+47.283090,-122.510729
53,053,060904,3,1295,+47.276145,-122.507093
53,053,060904,4,1242,+47.276578,-122.512657
53,053,060906,1,1023,+47.259683,-122.510421
53,053,060906,2,1130,+47.266721,-122.508852
53,053,060907,1,810,+47.260538,-122.521988
53,053,060907,2,1751,+47.262571,-122.518672
53,053,060907,3,1156,+47.262019,-122.531714
53,053,060908,1,1630,+47.268523,-122.525610
53,053,060908,2,1177,+47.268133,-122.535499
53,053,061001,1,1339,+47.254231,-122.534607
53,053,061001,2,1396,+47.246811,-122.544098
53,053,061001,3,1291,+47.254313,-122.546192
53,053,061002,1,1476,+47.252656,-122.526653
53,053,061002,2,1567,+47.249786,-122.516075
53,053,061002,3,1690,+47.246615,-122.531637
53,053,061100,1,1288,+47.249662,-122.486140
53,053,061100,2,1270,+47.252678,-122.494974
53,053,061100,3,1374,+47.246402,-122.492561
53,053,061100,4,1382,+47.242917,-122.492072
53,053,061100,5,1431,+47.251635,-122.506996
53,053,061200,1,1237,+47.253172,-122.469252
53,053,061200,2,1258,+47.247099,-122.469825
53,053,061200,3,1401,+47.246558,-122.478057
53,053,061200,4,1288,+47.252878,-122.477428
53,053,061300,1,1288,+47.255978,-122.457494
53,053,061300,2,1258,+47.250605,-122.456410
53,053,061300,3,1277,+47.245417,-122.456918
53,053,061300,4,1226,+47.251048,-122.462891
53,053,061400,1,1628,+47.252887,-122.449984
53,053,061400,2,1795,+47.253356,-122.446086
53,053,061400,3,1307,+47.247414,-122.446720
53,053,061501,1,1231,+47.258029,-122.447391
53,053,061501,2,1440,+47.261685,-122.445773
53,053,061502,1,1662,+47.265094,-122.449455
53,053,061502,2,1284,+47.262746,-122.453217
53,053,061601,1,803,+47.251752,-122.441377
53,053,061601,2,1106,+47.257107,-122.441735
53,053,061602,1,1655,+47.240207,-122.438980
53,053,061700,1,1220,+47.240574,-122.444511
53,053,061700,2,1230,+47.240369,-122.451525
53,053,061700,3,1563,+47.239058,-122.461647
53,053,061700,4,1279,+47.236341,-122.448293
53,053,061800,1,1425,+47.225866,-122.447098
53,053,061800,2,1473,+47.227088,-122.456517
53,053,061900,1,928,+47.230123,-122.436038
53,053,061900,2,1079,+47.225697,-122.434493
53,053,062000,1,1395,+47.231586,-122.417973
53,053,062000,2,1476,+47.225182,-122.414651
53,053,062000,3,1503,+47.229454,-122.424272
53,053,062300,1,1680,+47.219959,-122.417079
53,053,062300,2,1607,+47.215671,-122.417062
53,053,062300,3,1502,+47.211735,-122.417756
53,053,062300,4,1188,+47.208017,-122.416093
53,053,062400,1,1499,+47.217354,-122.430359
53,053,062400,2,1473,+47.209380,-122.430215
53,053,062400,3,1363,+47.211151,-122.438317
53,053,062400,4,1461,+47.219089,-122.438157
53,053,062501,1,1370,+47.219100,-122.458368
53,053,062501,2,1494,+47.217583,-122.451778
53,053,062501,3,1449,+47.218815,-122.444760
53,053,062502,1,1594,+47.209986,-122.455387
53,053,062502,2,1621,+47.209974,-122.446388
53,053,062600,1,1389,+47.216906,-122.484354
53,053,062600,2,1914,+47.220054,-122.470685
53,053,062600,3,1062,+47.211127,-122.468925
53,053,062801,1,1979,+47.231261,-122.489245
53,053,062801,2,1825,+47.209827,-122.500304
53,053,062801,3,1415,+47.222438,-122.496603
53,053,062801,4,2128,+47.228360,-122.500426
53,053,062802,1,1478,+47.202618,-122.498229
53,053,062802,2,1619,+47.192598,-122.492394
53,053,062802,3,1492,+47.195551,-122.500115
53,053,062901,1,1417,+47.216376,-122.480903
53,053,062901,2,1797,+47.216056,-122.475862
53,053,062901,3,1452,+47.210433,-122.478558
53,053,062902,1,1380,+47.202878,-122.478421
53,053,062902,2,1309,+47.195767,-122.477891
53,053,062902,3,1327,+47.189529,-122.478284
53,053,063000,1,1228,+47.204482,-122.470496
53,053,063000,2,2040,+47.194312,-122.469060
53,053,063100,1,1480,+47.202597,-122.446286
53,053,063100,2,1603,+47.195464,-122.447233
53,053,063100,3,1580,+47.201879,-122.455678
53,053,063200,1,1337,+47.201241,-122.428262
53,053,063200,2,1257,+47.195109,-122.427651
53,053,063200,3,1346,+47.196396,-122.437304
53,053,063200,4,1241,+47.203231,-122.437181
53,053,063301,1,1362,+47.201130,-122.404764
53,053,063301,2,1529,+47.194739,-122.407128
53,053,063301,3,1276,+47.199630,-122.398732
53,053,063302,1,1238,+47.204325,-122.415838
53,053,063302,2,1454,+47.200558,-122.414336
53,053,063302,3,1569,+47.194874,-122.417363
53,053,063401,1,1540,+47.185836,-122.438487
53,053,063401,2,1619,+47.187215,-122.432558
53,053,063401,3,1266,+47.186403,-122.424954
53,053,063402,1,1516,+47.175252,-122.438857
53,053,063402,2,1350,+47.176087,-122.432449
53,053,063402,3,1243,+47.176299,-122.424714
53,053,063501,1,1561,+47.188279,-122.446957
53,053,063501,2,1542,+47.182453,-122.453510
53,053,063501,3,1417,+47.187364,-122.457705
53,053,063502,1,1349,+47.172043,-122.458316
53,053,063502,2,1293,+47.173428,-122.448586
53,053,063502,3,1307,+47.177201,-122.458329
53,053,063502,4,1403,+47.177753,-122.447084
53,053,070100,1,1001,+47.073776,-121.925006
53,053,070100,2,28,+46.790495,-121.769250
53,053,070100,3,1391,+47.071047,-122.172815
53,053,070100,4,1480,+47.086001,-122.129701
53,053,070204,1,1118,+47.144582,-122.137274
53,053,070204,2,1361,+47.140241,-122.125971
53,053,070204,3,1255,+47.137845,-122.138920
53,053,070205,1,1307,+47.149292,-122.110069
53,053,070205,2,1233,+47.165421,-122.095661
53,053,070205,3,983,+47.148416,-122.079294
53,053,070206,1,1651,+47.094686,-122.055480
53,053,070206,2,1620,+47.129694,-122.077861
53,053,070206,3,1451,+47.111574,-122.103407
53,053,070207,1,1152,+47.164339,-122.037254
53,053,070207,2,1461,+47.152175,-122.033161
53,053,070207,3,3156,+47.160746,-122.012759
53,053,070208,1,1460,+47.146192,-122.197820
53,053,070208,2,4101,+47.131395,-122.179912
53,053,070208,3,1601,+47.128192,-122.185991
53,053,070209,1,1741,+47.137697,-122.158455
53,053,070209,2,1135,+47.143502,-122.151906
53,053,070209,3,1209,+47.121546,-122.150015
53,053,070307,1,1517,+47.207812,-122.137877
53,053,070307,2,1426,+47.229767,-122.158411
53,053,070307,3,1401,+47.238603,-122.139887
53,053,070307,4,1368,+47.189143,-122.112186
53,053,070308,1,1600,+47.187604,-122.182918
53,053,070308,2,1445,+47.185698,-122.172698
53,053,070308,3,2134,+47.177998,-122.182827
53,053,070309,1,1683,+47.200186,-122.155827
53,053,070309,2,1763,+47.186891,-122.152614
53,053,070309,3,1598,+47.177233,-122.156962
53,053,070309,4,1596,+47.173678,-122.138475
53,053,070310,1,965,+47.158094,-122.163488
53,053,070310,2,1783,+47.153281,-122.158272
53,053,070310,3,1181,+47.161586,-122.175827
53,053,070310,4,1479,+47.163887,-122.163497
53,053,070311,1,1241,+47.150678,-122.150689
53,053,070311,2,1476,+47.151607,-122.132847
53,053,070311,3,2349,+47.161443,-122.131619
53,053,070312,1,1621,+47.173311,-122.198110
53,053,070312,2,1484,+47.161793,-122.184107
53,053,070312,3,1924,+47.154830,-122.193847
53,053,070312,4,1755,+47.164308,-122.189027
53,053,070313,1,1275,+47.210119,-122.192547
53,053,070313,2,1384,+47.221674,-122.209354
53,053,070313,3,1059,+47.195231,-122.173930
53,053,070313,4,1235,+47.201807,-122.183392
53,053,070313,5,1488,+47.205265,-122.170130
53,053,070314,1,2071,+47.228253,-122.200164
53,053,070314,2,1361,+47.232634,-122.189257
53,053,070315,1,1533,+47.249437,-122.168655
53,053,070315,2,2043,+47.253111,-122.203602
53,053,070315,3,1721,+47.250374,-122.208548
53,053,070315,4,1743,+47.245240,-122.191404
53,053,070316,1,1145,+47.243448,-122.213212
53,053,070316,2,1051,+47.253064,-122.226118
53,053,070316,3,1881,+47.250953,-122.218567
53,053,070316,4,1391,+47.250575,-122.214436
53,053,070401,1,1252,+47.181739,-122.221970
53,053,070401,2,981,+47.150588,-122.227629
53,053,070403,1,1504,+47.083127,-122.207624
53,053,070403,2,1232,+47.098218,-122.210488
53,053,070403,3,1788,+47.089567,-122.204414
53,053,070404,1,1628,+47.104006,-122.209861
53,053,070404,2,1981,+47.108920,-122.226678
53,053,070404,3,1360,+47.118014,-122.224612
53,053,070404,4,1076,+47.120740,-122.234410
53,053,070703,1,1402,+47.248720,-122.324666
53,053,070703,2,1422,+47.253962,-122.300437
53,053,070703,3,1212,+47.248059,-122.300668
53,053,070703,4,1384,+47.245675,-122.317499
53,053,070703,5,1174,+47.252521,-122.314358
53,053,071100,1,1483,+47.175173,-122.373999
53,053,071100,2,1068,+47.166152,-122.375871
53,053,071205,1,1188,+47.187746,-122.350505
53,053,071205,2,1254,+47.176548,-122.349608
53,053,071205,3,1381,+47.173826,-122.336048
53,053,071205,4,1130,+47.183748,-122.338355
53,053,071206,1,1399,+47.165784,-122.341628
53,053,071206,2,1462,+47.159342,-122.352624
53,053,071206,3,1210,+47.157812,-122.339069
53,053,071206,4,1395,+47.162091,-122.323459
53,053,071206,5,1652,+47.165630,-122.309437
53,053,071207,1,1917,+47.158040,-122.278695
53,053,071207,2,1973,+47.149330,-122.265513
53,053,071207,3,1729,+47.159525,-122.290149
53,053,071207,4,2000,+47.166090,-122.290260
53,053,071209,1,2256,+47.164660,-122.268141
53,053,071209,2,876,+47.166885,-122.259763
53,053,071209,3,954,+47.158092,-122.262410
53,053,071210,1,1628,+47.181135,-122.245233
53,053,071210,2,1299,+47.172774,-122.245885
53,053,071210,3,1316,+47.162503,-122.248902
53,053,071210,4,1455,+47.151710,-122.248664
53,053,071211,1,2134,+47.145894,-122.288576
53,053,071211,2,1310,+47.142917,-122.278943
53,053,071211,3,1549,+47.141489,-122.267449
53,053,071212,1,742,+47.134797,-122.286219
53,053,071212,2,1235,+47.138302,-122.287448
53,053,071212,3,2009,+47.136050,-122.272974
53,053,071304,1,2373,+47.136432,-122.298474
53,053,071304,2,1497,+47.127726,-122.308831
53,053,071304,3,1690,+47.147747,-122.298917
53,053,071304,4,1713,+47.147957,-122.309630
53,053,071305,1,1404,+47.148285,-122.401454
53,053,071305,2,1647,+47.149297,-122.373560
53,053,071305,3,1230,+47.158402,-122.387173
53,053,071306,1,1362,+47.129197,-122.366218
53,053,071306,2,1220,+47.135857,-122.399737
53,053,071306,3,1336,+47.114964,-122.370420
53,053,071306,4,1301,+47.112886,-122.392973
53,053,071306,5,1339,+47.111610,-122.375298
53,053,071307,1,1233,+47.147372,-122.320252
53,053,071307,2,1416,+47.148286,-122.331467
53,053,071307,3,1248,+47.146169,-122.342539
53,053,071307,4,1438,+47.148280,-122.353004
53,053,071309,1,1757,+47.112458,-122.346096
53,053,071309,2,1475,+47.120006,-122.330973
53,053,071309,3,1313,+47.121906,-122.321577
53,053,071310,1,2884,+47.131721,-122.344065
53,053,071310,2,1405,+47.137376,-122.323136
53,053,071310,3,1487,+47.125181,-122.341471
53,053,071310,4,1587,+47.130136,-122.324403
53,053,071403,1,1702,+47.106468,-122.453438
53,053,071403,2,1101,+47.116193,-122.453074
53,053,071403,3,1390,+47.104788,-122.438979
53,053,071408,1,1389,+47.106891,-122.408333
53,053,071408,2,1540,+47.110984,-122.429536
53,053,071408,3,1367,+47.109154,-122.420750
53,053,071409,1,1508,+47.100905,-122.428285
53,053,071409,2,1577,+47.102453,-122.409139
53,053,071409,3,1670,+47.098862,-122.414065
53,053,071411,1,4307,+47.076310,-122.406864
53,053,071411,2,1416,+47.066187,-122.407504
53,053,071411,3,1758,+47.076738,-122.415882
53,053,071412,1,1638,+47.104101,-122.396519
53,053,071412,2,1769,+47.100443,-122.376967
53,053,071412,3,1223,+47.095236,-122.395909
53,053,071412,4,1301,+47.086101,-122.394159
53,053,071412,5,1803,+47.092271,-122.381856
53,053,071413,1,1373,+47.070828,-122.392965
53,053,071413,2,1277,+47.074118,-122.372605
53,053,071414,1,1457,+47.071216,-122.363171
53,053,071414,2,1549,+47.059435,-122.373219
53,053,071414,3,1402,+47.058932,-122.363974
53,053,071415,1,1551,+47.068964,-122.352119
53,053,071415,2,1236,+47.059709,-122.337473
53,053,071416,1,1491,+47.088462,-122.430089
53,053,071416,2,1838,+47.072690,-122.426308
53,053,071417,1,2668,+47.089787,-122.419152
53,053,071417,2,3444,+47.089952,-122.405814
53,053,071503,1,1773,+47.134820,-122.440977
53,053,071503,2,1346,+47.127918,-122.437771
53,053,071503,3,1122,+47.128109,-122.447305
53,053,071503,4,1430,+47.135405,-122.455936
53,053,071504,1,1511,+47.142028,-122.437290
53,053,071504,2,1611,+47.148806,-122.439542
53,053,071504,3,1371,+47.149198,-122.453861
53,053,071504,4,1298,+47.145132,-122.446854
53,053,071505,1,1422,+47.142273,-122.424645
53,053,071505,2,1282,+47.136606,-122.423266
53,053,071505,3,1548,+47.130137,-122.417615
53,053,071505,4,1308,+47.123749,-122.427017
53,053,071506,1,1359,+47.126155,-122.399030
53,053,071506,2,1439,+47.115939,-122.414315
53,053,071506,3,1530,+47.117334,-122.405076
53,053,071506,4,1228,+47.123032,-122.399383
53,053,071601,1,1174,+47.187238,-122.418099
53,053,071601,2,1491,+47.173024,-122.409750
53,053,071601,3,1383,+47.180170,-122.406249
53,053,071601,4,1292,+47.188179,-122.410495
53,053,071603,1,1294,+47.164439,-122.425240
53,053,071603,2,1258,+47.166430,-122.415882
53,053,071603,3,1150,+47.164030,-122.408234
53,053,071604,1,977,+47.152307,-122.428681
53,053,071604,2,2174,+47.157051,-122.416479
