X,Y,OBJECTID,County,Name,Type,Address,ppLocationHours,OpenDaysBeforeElection,IsOpenBeforeElection,Description,Lat,Long
1510736.69503322,693725.592981055,245,Kittitas,Ronald Fire Station - DROP BOX ONLY,Drop Box,"Atlantic Ave and 1st St, Ronald, WA 98940",NULL,20,0,,47.234461,-121.02202
1528775.33382463,675829.283301309,246,Kittitas,South Cle Elum Town Hall - DROP BOX ONLY,Drop Box,"523 Lincoln St, South Cle Elum, WA 98943",NULL,20,1,,47.1857,-120.949
1597061.01582256,633178.135336056,247,Kittitas,Thorp Fire District No 1 - DROP BOX ONLY,Drop Box,"10700 Thorp Hwy N, Thorp, WA 98946, Thorp, WA 98946",NULL,20,1,Located near the Fire District sign ,47.0695,-120.674
1538481.21172255,677417.760111228,248,Kittitas,Upper County District Court - DROP BOX ONLY,Drop Box,"700 E. 1st Street, Cle Elum, WA 98922",NULL,20,1,,47.1902,-120.91
1558067.94420256,178148.599858895,249,Klickitat,Auditor's Office,Voting Center,"205 S. Columbus Ave. Rm 203, Goldendale, WA 98620","The courthouse is closed; for in-person services call (509)773-4001.",18,1,"Office is open from 8:30 a.m. to 8 p.m. on Election Day. The Auditor's Office is located in Room 203 of the County Courthouse building. Enter the main doors, come up the stairs and turn left.",45.8214,-120.823
1691249.4071698,242333.509874642,250,Klickitat,Bickleton Remote Ballot Box,Drop Box,"E. Market & S. Madison Streets, Bickleton, WA 99322",,18,1,Adjacent to Alderdale Grange.,45.9977,-120.3
1393406.2823848,140949.611921057,251,Klickitat,Bingen Remote Drop Box,Drop Box,"112 N. Ash St., Bingen, WA 98605",,18,1,Outside Bingen City Hall.,45.7157,-121.467
1467175.98458263,104441.965776399,252,Klickitat,Dallesport Remote Ballot Box,Drop Box,"136 6th St., Dallesport, WA 98617",NULL,18,1,Across from the Post Office in Dallesport Community Center parking lot. ,45.6177,-121.177
1439724.36527339,250895.437960729,253,Klickitat,Glenwood Remote Ballot Box,Drop Box,"209 E. Main St., Glenwood, WA 98619",,18,1,North of the General Store.,46.0186,-121.29
1558068.98947605,178403.858534724,254,Klickitat,Goldendale Remote Ballot Box,Drop Box,"114 S. Columbus Ave., Goldendale, WA 98620",NULL,18,1,This drop box is located north of the alley at 114 S. Columbus Ave. It has moved across the street from its previous location.,45.8221,-120.823
1474173.7743928,177026.121788889,255,Klickitat,Klickitat Remote Ballot Box,Drop Box,"State Hwy 142, Klickitat, WA 98628",NULL,18,1,At Depot Park,45.8169,-121.152
1439815.82211147,132447.596772894,256,Klickitat,Lyle Remote Ballot Box,Drop Box,"5th St. & Hwy 14, Lyle, WA 98635",NULL,18,1,Lyle Lions Club parking lot. ,45.6938,-121.285
1712168.76854622,148752.711472303,257,Klickitat,Roosevelt Remote Ballot Box,Drop Box,"615 Chinook Ave., Roosevelt, WA 99356",NULL,18,1,Roosevelt School parking lot.,45.7409,-120.219
1378907.33697331,243683.159078225,258,Klickitat,Trout Lake Remote Ballot Box,Drop Box,"Jennings Rd. & Hwy 141, Trout Lake, WA 98650",NULL,18,1,East of the Post Office.,45.9969,-121.529
1389894.20181055,146135.094004139,259,Klickitat,White Salmon Remote Ballot Box,Drop Box,"501 NE Washington St., White Salmon, WA 98672",NULL,18,1,This drop box is located in the parking lot of the Pioneer Center in White Salmon (adjacent to the Post Office).,45.7298,-121.481
1521257.56145863,118855.8463974,260,Klickitat,Wishram Remote Ballot Box,Drop Box,"Park Place, Wishram, WA 98635",NULL,18,1,North of Historic Locomotive,45.6583,-120.966
1023497.75547105,514084.867617562,261,Lewis,Centralia College Drop Box,Drop Box,"Kemp Hall Parking Lot, Centralia, WA 98531",24 hours per day beginning 18 days prior to the election. The box is locked promptly at 8 PM on election day.,18,1,The drive through ballot drop box is located in the Kemp Hall parking lot and can be accessed from R The drive through ballot drop box is located in the Kemp Hall parking lot and can be accessed from Rock St.,46.7167,-122.96
1020374.18494655,494480.034780055,262,Lewis,Chehalis Avenue Drop Box,Drop Box,"242 NW Chehalis Ave, Chehalis, WA 98532",24 hours per day beginning 18 days prior to the election. The box is locked promptly at 8 PM on election day.,18,1,The drive through ballot drop box is located at the corner of NW Chehalis Ave and NW Center St with  The drive through ballot drop box is located at the corner of NW Chehalis Ave and NW Center St. The lot is accessed from NW Center St. ,46.6627,-122.97
1020617.14443439,494217.024151221,263,Lewis,Lewis County Auditor's Office,Voting Center,"351 N.W. North St., Chehalis, WA 98532",NULL,20,1,Take exit 77 from I-5. Auditor's Office is at the west end of the Historic Courthouse.,46.662,-122.969
1020617.14443439,494217.024151221,264,Lewis,Lewis County Historic Courthouse Drop Box,Drop Box,"351 N.W. North St., Chehalis, WA 98532",The ballot drop box is located in the lobby of the Historic Courthouse on the main floor. Ballots can be dropped off between 8 AM and 5 PM.,20,1,The ballot drop box is located in the lobby and ballots can be dropped off between 8 a.m. and 5 p.m. Take exit 77 from I-5. Auditor's Office is at the west end of the Historic Courthouse on the main floor. ,46.662,-122.969
1218577.10907798,509326.473919138,265,Lewis,Mineral Drop Box,Drop Box,"104 Front St. W., Mineral, WA 98355",24 hours per day beginning 18 days prior to the election. The box is locked promptly at 8 PM on election day.,18,1,The drive through drop box is located in front of the Mineral Fire Station (Fire District No. 9). ,46.7177,-122.182
1194415.59014389,450107.020835981,266,Lewis,Morton Drop Box,Drop Box,"103 Westlake Ave, Morton, WA 98356",24 hours per day beginning 18 days prior to the election. The box is locked promptly at 8 PM on election day.,18,1,The drive through ballot drop box at the Morton Senior Center is located across the street from the  The drive through ballot drop box at the Morton Senior Center is located across the street from the Morton High School. The lot can be accessed from E. Westlake Ave.,46.5539,-122.273
1141367.93803731,442141.460323557,267,Lewis,Mossyrock Drop Box,Drop Box,"219 E. State St, Mossyrock, WA 98564",24 hours per day beginning 18 days prior to the election. The box is locked promptly at 8 PM on election day.,18,1,The drive through ballot drop box is located in the Mossyrock Community Center parking lot. ,46.5286,-122.483
1034959.20170823,462104.355765149,268,Lewis,Napavine Drop Box,Drop Box,"Corner of Jefferson & 2nd Ave, Napavine, WA 98565",24 hours per day beginning 18 days prior to the election. The box is locked promptly at 8 PM on election day.,18,1,The drive through drop box is located in the Napavine Fire Station parking lot (Fire District No. 5) The drive through drop box is located in the Napavine Fire Station parking lot (Fire District No. 5). The box can be accessed from E. Jefferson St. ,46.5752,-122.908
1082276.95057647,462868.309945896,269,Lewis,Onalaska Drop Box,Drop Box,"560 Carlisle Ave., Onalaska, WA 98570",24 hours per day beginning 18 days prior to the election. The box is locked promptly at 8 PM on election day.,18,1,The drive through drop box is located in front of the Onalaska School District Office. ,46.5811,-122.72
1344839.58916405,464765.567962393,270,Lewis,Packwood Drop Box,Drop Box,"12931 US Hwy 12, Packwood, WA 98361",24 hours per day beginning 18 days prior to the election. The box is locked promptly at 8 PM on election day.,18,1,The drive through ballot drop box is located in the Packwood Senior Center parking lot. ,46.6018,-121.676
937455.068304807,465759.846813723,271,Lewis,Pe Ell Drop Box,Drop Box,"721 Main St., Pe Ell, WA 98572",24 hours per day beginning 18 days prior to the election. The box is locked promptly at 8 PM on election day.,18,1,The drive through drop box is located in the Pe Ell Fire Station parking lot (Fire District No. 11). ,46.5764,-123.296
1049333.78713222,412491.197773814,272,Lewis,Toledo Drop Box,Drop Box,"150 Coal St., Toledo, WA 98591",24 hours per day beginning 18 days prior to the election. The box is locked promptly at 8 PM on election day.,18,1,The drive through ballot drop box is located in the Toledo Senior Center parking lot and can be acce The drive through ballot drop box is located in the Toledo Senior Center parking lot and can be accessed from Coal St.,46.4404,-122.845
1023454.04427239,504636.330740392,273,Lewis,Twin Cities Senior Center Drop Box,Drop Box,"2545 N National Ave, Chehalis, WA 98532",24 hours per day beginning 18 days prior to the election. The box is locked promptly at 8 PM on election day.,18,1,The drive through ballot drop box is located in front of the Senior Center. The lot can be accessed  The drive through ballot drop box is located in front of the Senior Center. The lot can be accessed from N. National Ave.,46.6908,-122.959
1019920.26459455,399414.181605056,274,Lewis,Vader Drop Box,Drop Box,"State Hwy 506 between A & B Streets, Vader, WA 98593",24 hours per day beginning 18 days prior to the election. The box is locked promptly at 8 PM on election day.,18,1,The drive through drop box is located along the side of the City of Vader Public Works Building. ,46.4021,-122.96
1026204.27630472,431215.734471649,275,Lewis,Winlock Drop Box,Drop Box,"119 SW Kerron St., Winlock, WA 98596",24 hours per day beginning 18 days prior to the election. The box is locked promptly at 8 PM on election day.,18,1,The drive through ballot drop box is located in the Winlock Senior Center parking lot. The lot can b The drive through ballot drop box is located in the Winlock Senior Center parking lot. The lot can be accessed from SW Kerron Ave.,46.4898,-122.939
2220065.19139963,855267.230855137,276,Lincoln,Election Office ,Voting Center,"450 Logan, Davenport, WA 99122",NULL,20,1,On the 1st floor of the Lincoln County Courthouse.,47.6548,-118.148
2220065.19139963,855267.230855137,277,Lincoln,Election Office Ballot Box,Drop Box,"450 Logan, Davenport, WA 99122",,20,1,Located on the first floor of the court house in the auditor's office.,47.6548,-118.148
2195509.97279364,791014.216644898,278,Lincoln,Harrington City Hall,Drop Box,"11 South 3rd Street, Harrington, WA 99134",,20,1,,47.4807,-118.255
2220064.10380338,855303.695677221,279,Lincoln,Lincoln County Court House,Drop Box,"450 Logan, Davenport, WA 99122",,20,1,Drive up drop box East side parking lot of court house.,47.6549,-118.148
1065496.47823197,781188.344236314,280,Mason,"Belfair, John L. Scott Building",Drop Box,"23910 NE State Route 3, Belfair, WA 98528",,20,1,,47.4522,-122.824
1061189.37562571,736065.265847474,281,Mason,"Grapeview, Horton Community Center",Drop Box,"4350 Grapeview Loop Rd, Grapeview, WA 98546",,20,1,,47.3282,-122.836
986048.590540141,766975.979944557,282,Mason,Hood Canal Visitor Center,Drop Box,"150 N Lake Cushman Rd, Hoodsport, WA 98548",,20,1,,47.4064,-123.143
994832.2468573,664937.279166728,283,Mason,"Kamilche Area, Fire District No. 4 Station",Drop Box,"3660 SE Old Olympic Hwy, Shelton, WA 98584",,20,1,,47.1276,-123.094
993405.000696048,697134.662278399,284,Mason,Mason County Auditor's Office,Voting Center,"411 N 5th Street, Shelton, WA 98584",NULL,20,1,During business hours staff can issue ballots and accessible voting unit is available. ,47.2157,-123.104
993405.000696048,697134.662278399,285,Mason,Mason County Auditor's Office Drop Box,Drop Box,"411 N 5th Street, Shelton, WA 98584",NULL,20,1,Ballot drop box is available 24 hours a day.    ,47.2157,-123.104
1063780.63323846,756606.456720397,286,Mason,Port of Allyn,Drop Box,"18560 E State Route 3, Allyn, WA 98524",,20,1,,47.3847,-122.828
992676.737060726,697669.63889873,287,Mason,Shelton Timberland Regional Library,Drop Box,"710 W Alder St, Shelton, WA 98584",,20,1,,47.2171,-123.107
980830.537656054,742255.65963465,288,Mason,"Skokomish Reservation, Twin Totem Store",Drop Box,"19390 US Hwy 101, Skokomish, WA 98584",24 hours,18,0,Next to Twin Totems Store ,47.338186,-123.160693
998204.427448884,744820.808375731,289,Mason,"Union, Chevron Station",Drop Box,"1031 E McReavy Rd, Union, WA 98592",,20,1,,47.3468,-123.091
2010676.31227797,962869.327986479,290,Okanogan,Coulee Dam,Drop Box,"300 Lincoln Ave, Coulee Dam, WA 99116",Open until 8:00PM Election Day,18,1,Open until 8:00PM Election Day By City Hall,47.9637,-118.989
2012795.41269855,1024861.8040669,291,Okanogan,Nespelem Agency,Drop Box,"21 Collvile St., Nespelem, WA 99115",Open until 8:00PM Election day,19,0,Open until 8:00PM Election day in front of Government building,48.133451,-118.975465
1863916.15763614,1106956.33935256,292,Okanogan,Okanogan County Auditor,Voting Center,"149 3rd Ave N, Okanogan, WA 98840",Election Day only 8:00 AM to 8:00 PM.,20,1,"Election Day only 8:00 AM to 8:00 PM. Room 104, 1st floor",48.3647,-119.581
1863916.15763614,1106956.33935256,293,Okanogan,Okanogan County Auditor's Office Drop Box,Drop Box,"149 3rd Ave N, Okanogan, WA 98840",Election day only 8:00 AM to 8:00 PM,18,1,"Election day only 8:00 AM to 8:00 PM Room 104, 1st floor",48.3647,-119.581
1876109.33042823,1124111.29684047,294,Okanogan,Omak,Drop Box,"8 N Ash, Omak, WA 98841",Open until 8:00 PM Election Day.,18,1,Open until 8:00 PM Election Day. Next to Omak Police Station.,48.4113,-119.53
,,295,Okanogan,Omak Casino,Drop Box,"28968 US-97, Omak, WA 98841",NULL,18,0,,,
1896295.18310106,1316558.0392428,296,Okanogan,Oroville,Drop Box,"1307 Main Street, Oroville, WA 98844",Open until 8:00PM on Election Day,19,0,Open until 8:00PM on Election Day in front of Police Station,48.937715,-119.436252
1786959.82040739,992426.491969138,297,Okanogan,Pateros,Drop Box,"180 Pateros Mall, Pateros, WA 98846",Open until 8:00 PM Election Day.,18,1,Open until 8:00 PM Election Day. In parking lot.,48.0529,-119.901
1897718.34298439,1233467.37602814,298,Okanogan,Tonasket,Drop Box,"209 S Whitcomb, Tonasket, WA 98855",Open until 8:00 PM Election Day.,18,1,Open until 8:00 PM Election Day. In front of City Hall/Library.,48.7101,-119.435
1732593.07546656,1105802.78719772,299,Okanogan,Twisp,Drop Box,"118 S Glover St, Twisp, WA 98856",Open until 8:00 PM Election Day,18,1,Open until 8:00 PM Election Day By City Hall,48.3645,-120.121
772661.700057551,492730.646546558,300,Pacific,Bay Center,Drop Box,"Park St, Bay Center, WA 98527",NULL,18,0,Ballots accepted until 8:00 PM election day Located by County Park Entrance,46.632398,-123.955394
768676.900940552,363159.884363145,301,Pacific,Chinook Community Center,Drop Box,"810 Highway 101, Chinook, WA 98614",NULL,18,0,Ballots accepted until 8:00 PM election day Located in Community Center Parking Lot,46.276949,-123.948697
749153.709015891,392368.34497498,302,Pacific,Long Beach Annex Drop Box,Drop Box,"7013 Sandridge Rd, Long Beach, WA 98631",NULL,20,1,First parking lot ,46.3546,-124.031
748901.465753973,392379.646133482,303,Pacific,Long Beach Annex Voting Center,Voting Center,"7013 Sandridge Rd, Long Beach, WA 98631",NULL,20,1,Inside the Auditor's Office. Same office you would pick up car tabs.,46.3546,-124.032
,,304,Pacific,Menlo,Drop Box,"5 Fair Ln, Menlo, WA 98561",NULL,18,0,Ballots accepted until 8:00 PM election night In front of blue commercial building,,
808094.169218719,397938.214740723,305,Pacific,Naselle,Drop Box,"797 SR 4, Naselle, WA 98638",NULL,18,0,Ballots accepted until 8:00 PM Election night WSP Parking Lot,46.376855,-123.798695
,,306,Pacific,Ocean Park,Drop Box,"21603 O Ln, Ocean Park, WA 98641",NULL,18,0,Ballots accepted until 8:00 PM election night Located in Senior Center Parking Lot,,
809613.345970392,502132.653661147,307,Pacific,Pacific County Courthouse,Voting Center,"300 Memorial Drive, South Bend, WA 98586",NULL,20,1,"Ballots are accepted until 8 PM on election day. The Auditor's Office is located to the right, inside the main entrance.  ",46.6625,-123.81
809607.226231977,501986.909858137,308,Pacific,Pacific County Courthouse Drop Box,Drop Box,"300 Memorial Drive, South Bend, WA 98586",NULL,20,1,Ballots are accepted until 8 PM on election day. ,46.6621,-123.81
829025.25071606,509794.832234398,309,Pacific,Raymond,Drop Box,"211 Commercial St, Raymond, WA 98577",NULL,18,1,Ballots are accepted until 8:00 PM on election day.  In parking lot next to Dept. of Public Works.,46.6857,-123.734
,,310,Pend Oreille,Camas Center for Community Wellness,Drop Box,"1821 LeClerc Rd N, Cusick, WA 99119",NULL,20,0,To the right of the main entrance ,,
2384164.28511681,1257574.9921829,311,Pend Oreille,Ione Public Library,Drop Box,"112 S Central Ave, Ione, WA 99139",NULL,20,1,Between Ione Public Library and Community Center,48.7411,-117.419
,,312,Pend Oreille,Metaline Town Hall,Drop Box,"101 Housing Drive, Metaline, WA 99152",NULL,20,0,Located on the front patio of the Metaline Town Hall.,,
2482902.63718039,1055999.76902181,313,Pend Oreille,Pend Oreille County Auditor's Office,Voting Center,"625 West 4th St, Newport, WA 99156",NULL,20,1,"The Auditor's Office is located in the County Court House, 1st Floor",48.1781,-117.047
2482902.63718039,1055999.76902181,314,Pend Oreille,Pend Oreille County Court House Drop Box,Drop Box,"625 West 4th St, Newport, WA 99156",NULL,20,1,Located in the alley behind the Court House,48.1781,-117.047
1161114.60392447,683448.657826304,315,Pierce,72nd St Transit Center,Drop Box,"1319 E 72nd St, Tacoma, WA 98404",Open 24/7 18 days before Election Day ,18,1,This is a pedestrian only box. Located in the park & ride parking lot. Drop Box,47.1914,-122.428
1098599.36970322,680333.42324315,316,Pierce,Anderson Island Ferry Landing Park & Ride,Drop Box,"Yoman Rd near Villa Beach Road, Anderson Island, WA 98303",Open 24/7 18 days before Election Day ,18,1,Box is located in the Pierce County Ferry Park & Ride at the top of the hill. Drop Box,47.1784,-122.679
1254988.07595405,524012.610557303,317,Pierce,Ashford County Park,Drop Box,"29801 SR 706, Ashford, WA 98304",Open 24/7 18 days before Election Day ,18,1,Drop Box,46.76,-122.038
1190155.90345331,572112.724658728,318,Pierce,Barney's Corner,Drop Box,"40512 Meridian E, Eatonville, WA 98328",Open 24/7 18 days before Election Day,18,1,Box is located between the store and the police substation. Drop Box,46.8881,-122.301
1221622.01440547,675423.133194983,319,Pierce,Bonney Lake South Park & Ride,Drop Box,"184th Ave E & Sky Island Dr E, Bonney Lake, WA 98391",Open 24/7 18 days before Election Day,18,1,Located near the disabled parking. Drop Box,47.1732,-122.184
1169963.40938956,720485.160196722,320,Pierce,Browns Pt NE Tacoma Police Substation,Drop Box,"4731 Norpoint Way NE, Browns Point, WA 98422",Open 24/7 18 days before Election Day,18,1,Box is located next to the secured police parking area by the water tank. Drop Box,47.2935,-122.396
1259840.62727256,670777.423982471,321,Pierce,Buckley Library,Drop Box,"123 S River Rd, Buckley, WA 98321",Open 24/7 18 days before Election Day,18,1,Drop Box,47.1626,-122.03
1167299.10369456,692383.011020556,322,Pierce,Community Health Care at Salishan,Drop Box,"1708 N 44th Street, Tacoma, WA 98404",Open 24/7 18 days before Election Day,18,1,Drop Box,47.2163,-122.404
1106436.76741423,648338.919646978,323,Pierce,DuPont Ross Plaza,Drop Box,"1500 Wilmington Drive, DuPont, WA 98327",Open 24/7 18 days before Election Day,18,1,Box is located on the west end of Ross Plaza loop. Drop Box,47.0913,-122.644
1198235.57069288,564378.703709483,324,Pierce,Eatonville Town Hall,Drop Box,"201 Center St. W, Eatonville, WA 98328",Open 24/7 18 days before Election Day,18,1,Drop Box,46.8674,-122.268
1196173.74246748,705096.569910973,325,Pierce,Edgewood City Hall,Drop Box,"2224 104th Ave E, Edgewood, WA 98372",Open 24/7 18 days before Election Day,18,1,Box is located in the south parking area. Drop Box,47.253,-122.289
1179403.65297621,699719.664654315,326,Pierce,Fife City Hall,Drop Box,"5411 23rd Street E, Fife, WA 98424",Open 24/7 18 days before Election Day,18,1,Drop Box,47.2372,-122.356
1142104.27481923,698735.76275073,327,Pierce,Fircrest City Hall,Drop Box,"115 Ramsdell St., Fircrest, WA 98466",Open 24/7 18 days before Election Day,18,1,Drop Box,47.232,-122.506
1111150.66481055,702904.455200732,328,Pierce,Fox Island Fire Station 53,Drop Box,"906 Kamas Dr., Fox Island, WA 98333",Open 24/7 18 days before Election Day,18,1,Drop Box,47.2412,-122.631
1122832.75988464,731198.390738726,329,Pierce,Gig Harbor Fire Station 51,Drop Box,"6711 Kimball Drive, Gig Harbor, WA 98335",Open 24/7 18 days before Election Day,18,1,Drop box is located next to the disabled parking. Drop Box,47.3196,-122.587
1114215.27679156,724459.090569064,330,Pierce,Gig Harbor Library,Drop Box,"4424 Point Fosdick Dr NW, Gig Harbor, WA 98335",Open 24/7 18 days before Election Day,18,1,Located in Parking Lot Drop Box  ,47.3005,-122.621
1193049.84057881,644278.115104556,331,Pierce,Graham Fire & Rescue,Drop Box,"10012 187th Street E, Puyallup, WA 98375",Open 24/7 18 days before Election Day,18,1,Drop Box,47.0861,-122.296
1155212.40214622,706214.573580474,332,Pierce,Hilltop,Drop Box,"902 S L Street, Tacoma, WA 98405",Open 24/7 18 days before Election Day,18,1,Located in front of The Housing Authority. Drop Box,47.2534,-122.454
1077761.24536906,717044.406251475,333,Pierce,Home Park,Drop Box,"17220 8th Ave NW, Lakebay, WA 98349",Open 24/7 18 days before Election Day,18,1,Located in front of the park off Key Peninsula Hwy. Drop Box,47.2774,-122.767
1142466.93321463,712992.587911561,334,Pierce,Kandle Park Police Substation,Drop Box,"5140 N 26th St, Tacoma, WA 98407",Open 24/7 18 days before Election Day,18,1,Box is located in front of the Gonyea Boys & Girls Club. Drop Box,47.2711,-122.506
1083864.67017005,739530.077159315,335,Pierce,Key Center Food Market,Drop Box,"9021 Key Peninsula Hwy NW, Lakebay, WA 98349",Open 24/7 18 days before Election Day,18,1,Drop Box,47.3395,-122.745
1105410.95548947,756443.526600063,336,Pierce,Lake Kathryn Food Market,Drop Box,"14220 92nd Ave NW, Gig Harbor, WA 98329",Open 24/7 18 days before Election Day,18,1,Drop Box,47.3875,-122.66
1146934.32355805,673402.297669724,337,Pierce,Lakewood (SR512) Park & Ride,Drop Box,"10417 South Tacoma Way, Lakewood, WA 98499",Open 24/7 18 days before Election Day,18,1,"Located near the disabled parking, near bus only lane. Drop Box",47.1629,-122.484
1138968.20431972,673275.966229483,338,Pierce,Lakewood City Hall,Drop Box,"6000 Main Street SW, Lakewood, WA 98499",Open 24/7 18 days before Election Day,18,1,Located by the accessible parking. Drop Box,47.162,-122.516
1187948.5771593,703898.492910802,339,Pierce,Milton City Hall,Drop Box,"1000 Laurel St., Milton, WA 98354",Open 24/7 18 days before Election Day,18,1,Drop Box,47.2492,-122.322
1217030.45239438,647066.374291807,340,Pierce,Orting Public Safety,Drop Box,"401 Washington Ave SE, Orting, WA 98360",Open 24/7 18 days before Election Day,18,1,Drop Box,47.0952,-122.2
1158845.09435588,661905.711739063,341,Pierce,Parkland Spanaway Library,Drop Box,"13718 Pacific Ave S, Tacoma, WA 98444",Open 24/7 18 days before Election Day,18,1,Drop box is pedestrian access only. It is located near the library book drop in the back parking lot Drop Box,47.1322,-122.435
1151010.64348939,697124.789594725,342,Pierce,Pierce County  Election Center,Drop Box,"2501 South 35th Street, Tacoma, WA 98409",M - F 8:30 AM - 4:30 PM    Election Day 7:00 AM - 8:00 PM,18,1,Drop box is inside the Election Center at the Customer Service window. Voting Center,47.2282,-122.47
1151507.40299456,697112.386404306,343,Pierce,Pierce County Annex,Drop Box,"2401 South 35th Street, Tacoma, WA 98409",Open 24/7 18 days before Election Day,18,1,Drop box is located in Annex parking lot. Drop Box,47.2282,-122.468
1151010.64348939,697124.789594725,344,Pierce,Pierce County Election Center,Voting Center,"2501 S 35th St, Suite C, Tacoma, WA 98409",Mon - Fri: 8:30 a.m. - 4:30 p.m.  Election Day: 7 a.m. - 8 p.m.,18,1,"Open 7 a.m. to 8 p.m. on Election Day. Voting center offers touch screen accessible voting, replace Located west of the Pierce County Annex.",47.2282,-122.47
1118302.32406364,756642.012095481,345,Pierce,Purdy Fire Station,Drop Box,"5210 144th St NW, Gig Harbor, WA 98332",Open 24/7 18 days before Election Day,18,1,Located in the west entrance to the parking lot. Drop Box,47.389,-122.608
1194409.76535238,682152.185353637,346,Pierce,Puyallup Library,Drop Box,"324 South Meridian, Puyallup, WA 98371",Open 24/7 18 days before Election Day,18,1,Box is located west of the front entrance to the library. Drop Box,47.19,-122.294
1162053.40847731,701522.113805309,347,Pierce,Puyallup Tribal Administration,Drop Box,"3009 Portland Ave E, Tacoma, WA 98404","Open M-F, 8am to 5PM 18 days before Election Day",18,1,Box is located in a gated parking lot off Portland Ave. Drop Box ,47.241,-122.426
1130752.91169523,615514.040414974,348,Pierce,Roy City Hall,Drop Box,"216 McNaughton Rd S, Roy, WA 98580",Open 24/7 18 days before Election Day,18,1,Drop Box,47.0031,-122.543
1158408.50664639,644112.539976388,349,Pierce,Roy Y Park & Ride,Drop Box,"SR 507 & Pacific Ave S, Spanaway, WA 98387",Open 24/7 18 days before Election Day,18,1,Located in the parking lot. Drop Box,47.0834,-122.435
1203564.78739664,668885.419236302,350,Pierce,Skookum Archers,Drop Box,"11209 Shaw Rd E, Puyallup, WA 98374",Open 24/7 18 days before Election Day ,18,1,Drop Box ,47.1542,-122.256
1194050.66469264,655418.758505642,351,Pierce,South Hill Library,Drop Box,"15420 Meridian E, Puyallup, WA 98375",Open 24/7 18 days before Election Day ,18,1,Located at the exit of the book drop drive-thru. Drop Box ,47.1167,-122.293
1243754.30511455,662742.084738225,352,Pierce,South Prairie Fire Department,Drop Box,"350 SR 162 E, South Prairie, WA 98385",Open 24/7 18 days before Election Day ,18,1,Drop Box ,47.1397,-122.094
1123444.62677114,679115.353172719,353,Pierce,Steilacoom Library,Drop Box,"2950 Steilacoom Blvd, Steilacoom, WA 98388",Open 24/7 18 days before Election Day ,18,1,Box is located in the book drop drive-thru. Drop Box ,47.1769,-122.579
1177453.75661355,669739.578945309,354,Pierce,Summit Library,Drop Box,"5107 112th Street E, Tacoma, WA 98446",Open 24/7 18 days before Election Day ,18,1,Drop Box ,47.1549,-122.361
1208314.37041713,692420.734370306,355,Pierce,Sumner Library,Drop Box,"1116 Fryer Ave, Sumner, WA 98390",Open 24/7 18 days before Election Day ,18,1,Box is located at the parking lot entrance. Drop Box ,47.219,-122.239
1138478.88180755,702732.325623721,356,Pierce,TACID,Drop Box,"6315 South 19th Street, Tacoma, WA 98466",Open 24/7 18 days before Election Day  ,18,1,Located in the front TACID parking lot. Drop Box,47.2427,-122.521
1129155.5766353,659591.927324638,357,Pierce,Tillicum Community Center,Drop Box,"14916 Washington Ave, SW, Lakewood, WA 98498",Open 24/7 18 days before Election Day  ,18,1,Drop Box  ,47.1238,-122.554
1159289.82706222,703016.372299731,358,Pierce,UW Tacoma,Drop Box,"1906 Pacific Ave, Tacoma, WA 98402",Open 24/7 18 days before Election Day,18,0,This is a pedestrian only box. Drop Box,47.24491,-122.43727
1154302.90134056,683921.751368314,359,Pierce,Wapato Park,Drop Box,"S 72nd St & S Ainsworth Ave, Tacoma, WA 98408",Open 24/7 18 days before Election Day ,18,1,Drop Box ,47.192237,-122.455436
1134844.49734406,696696.127722397,360,Pierce,West Pierce Fire & Rescue,Drop Box,"3631 Drexler Dr W, University Place, WA 98466",Open 24/7 18 days before Election Day ,18,1,Box is located in the fire station parking lot. Drop Box ,47.2259,-122.535
1147264.53155905,712823.70504722,361,Pierce,Wheelock Library,Drop Box,"3722 N 26th St, Tacoma, WA 98407",Open 24/7 18 days before Election Day,18,0,This is a pedestrian only box. Drop Box,47.27097,-122.486664
1255692.02795821,649517.712236896,362,Pierce,Wilkeson Town Hall,Drop Box,"540 Church St, Wilkeson, WA 98396",Open 24/7 18 days before Election Day ,18,1,Drop Box,47.1041,-122.045
1029892.26531981,1177707.74214081,363,San Juan,Elections Office,Voting Center,"55 Second Street, Suite A, Friday Harbor, WA 98250",NULL,18,1,*Open 8:00 AM to 4:30 PM weekdays* *Open 8:00 AM to 8:00 PM Election Day* ,48.5354,-123.019
1056149.33091581,1171883.97983822,364,San Juan,Lopez Island Fire District Office,Drop Box,"2228 Fisherman Bay Road, Lopez Village, WA 98261",,18,1,,48.5217,-122.91
1058884.53377873,1237647.02842997,365,San Juan,Orcas Senior Center,Drop Box,"62 Henry Rd, Eastsound, WA 98245",,18,1,,48.702,-122.907
1029892.26531981,1177707.74214081,366,San Juan,San Juan County Courthouse Drop Box,Drop Box,"350 Court Street, Friday Harbor, WA 98250",NULL,18,1,,48.5354,-123.019
1127333.80796914,1167102.43165857,367,Skagit,Anacortes - Library,Drop Box,"1220 10th Street, Anacortes, WA 98221",NULL,20,1,Behind the Anacortes Public Library near the book drop ,48.5142,-122.616
1110417.88871706,1160735.61762056,368,Skagit,Anacortes - Skyline,Drop Box,"6041 Sands Way, Anacortes, WA 98221",NULL,20,1,Skyline Beach Club ,48.4955,-122.685
