X,Y,OBJECTID,County,Name,Type,Address,ppLocationHours,OpenDaysBeforeElection,IsOpenBeforeElection,Description,Lat,Long
1117105.82645664,1085557.84441997,124,Island,Oak Harbor City Hall,Drop Box,"865 SE Barrington Dr., Oak Harbor, WA 98277","Drop box is open 24 hours a day starting 18 days before the election, and will be closed promptly at 8 p.m. on election night. ",18,1,,48.2901,-122.649
1141736.79687963,982765.588718817,125,Island,Trinity Lutheran Church,Drop Box,"State Hwy 525 & Woodard Rd., Freeland, WA 98249","Drop box is open 24 hours a day starting 18 days before the election, and will be closed promptly at 8 p.m. on election night. ",18,1,,48.0103,-122.537
1050167.27726313,871353.632409304,126,Jefferson,Brinnon Community Center,Drop Box,"306144 Hwy 101, Brinnon, WA 98320",NULL,20,1,The ballot drop box is located in the parking lot of the Brinnon Community Center.  ,47.698,-122.897
1086509.97032563,1021359.45739706,127,Jefferson,Jefferson County Auditor,Voting Center,"1820 Jefferson St, Port Townsend, WA 98368","Courthouse hours are 8:30 to 4:30 Monday through Friday. On election day, Auditor's Office hours are 8:30 a.m. to 8:00 p.m.",18,1,Election Day hours are 8:30 a.m. to 8:00 p.m. Jefferson & Cass Streets. Auditor's Office is located on the first floor of the County Courthouse. The drop box is located in the hallway just outside the Auditor's Office.,48.1119,-122.767
1086269.89764306,1021512.38261615,128,Jefferson,Jefferson County Courthouse - Back Parking Lot,Drop Box,"1820 Jefferson St, Port Townsend, WA 98368",,20,1,"This drop box is accessible by vehicle, has 24 hour access.  It is emptied every morning by two staff from the Auditor's Office.  Ballot drop box is locked down at 8:00 p.m. election night and emptied at 8:00 a.m. the following day. ",48.1123,-122.768
1084211.67177264,992514.036085397,129,Jefferson,Jefferson County Library,Drop Box,"620 Cedar Ave, Port Hadlock, WA 98339",,20,1,"Located in the parking lot of the Jefferson County Library. The ballot drop box is emptied by two staff members three times a week.  On election day, the drop box is locked down at 8:00 p.m. and emptied the following morning. ",48.0327,-122.773
1104133.82648206,995782.856319398,130,Jefferson,"Nordland, East Jefferson Fire & Rescue Station 12",Drop Box,"6633 Flagler Rd, Nordland, WA 98358",NULL,20,1,The ballot drop box is located in the parking lot of the East Jefferson Fire & Rescue Station 12 in  ,48.0432,-122.692
1092509.94093722,940929.809529647,131,Jefferson,Olympic Peninsula Gateway Visitor Center,Drop Box,"93 Beaver Valley Rd., Port Ludlow, WA 98365",NULL,20,0,"The ballot drop is accessible by vehicle, has 24 hour access. The drop box is positioned in the fron ",47.89203,-122.73314
1055959.29619089,916328.07559672,132,Jefferson,Quilcene Community Center,Drop Box,"294952 Hwy 101, Quilcene, WA 98376",NULL,20,1,The ballot drop box is located in the parking lot of the Quilcene Community Center. The ballot drop  ,47.8217,-122.879
,,133,King,Accesso ShoWare Center Vote Center,Voting Center,"625 W James Street, Kent, WA 98032","Saturday, October 31, 10:00 a.m. – 4:00 p.m.  Monday, November 2, 8:30 a.m. – 6:00 p.m.  Election Day, November 3, 8:30 a.m. – 8:00 p.m.    ",NULL,0,,,
1174284.30396298,818021.765319973,134,King,Alaska Junction,Drop Box,"Corner of SW Alaska St and 44th Ave SW, Seattle, WA 98116","Open 24 hours a day beginning October 15 and Closes on Election Day, November 3 at 8 p.m.",19,1,,47.5611,-122.388
1205264.20033638,711751.348596141,135,King,Algona-Pacific Library,Drop Box,"255 Ellingson Rd, Pacific, WA 98047","Open 24 hours a day beginning October 15 and Closes on Election Day, November 3 at 8 p.m..",19,1,,47.2718,-122.253
1195349.51511331,767156.503205553,136,King,Angle Lake Transit Station,Drop Box,"19955 28th Ave S, SeaTac, WA 98188","Open 24 hours a day beginning October 15 and Closes on Election Day, November 3 at 8 p.m..",19,0,,47.423046,-122.298014
1214163.1389033,721296.628390059,137,King,Auburn Library,Drop Box,"1102 Auburn Way S, Auburn, WA 98002","Open 24 hours a day beginning October 15 and Closes on Election Day, November 3 at 8 p.m.",19,1,,47.2985,-122.218
1212122.13642363,730097.317809641,138,King,Auburn Park & Ride,Drop Box,"101 15th St NE, Auburn, WA 98001","Open 24 hours a day beginning October 15 and Closes on Election Day, November 3 at 8 p.m.",19,1,,47.3225,-122.227
1175974.1444153,857719.474966392,139,King,Ballard Branch Library,Drop Box,"Corner of NW 57th St and 22nd Ave NW, Seattle, WA 98107","Open 24 hours a day beginning October 15 and Closes on Election Day, November 3 at 8 p.m.",19,1,,47.67,-122.385
1193433.26566496,823739.363136724,140,King,Beacon Hill Library,Drop Box,"2821 Beacon Ave S, Seattle, WA 98144","Open 24 hours a day beginning October 15 and Closes on Election Day, November 3 at 8 p.m.",19,1,,47.578,-122.311
,,141,King,Bellevue College Gym Vote Center,Voting Center,"3000 Landerholm Circle SE G, Bellevue, WA 98007","Saturday, October 31, 10:00 a.m. – 4:00 p.m.  Monday, November 2, 8:30 a.m. – 6:00 p.m.  Election Day, November 3, 8:30 a.m. – 8:00 p.m.  ",NULL,0,,,
1222638.50810739,838561.597271726,142,King,Bellevue Library,Drop Box,"1111 110th Ave NE, Bellevue, WA 98004","Open 24 hours a day beginning October 15 and Closes on Election Day, November 3 at 8 p.m.",19,1,,47.6204,-122.194
1265190.75305521,725081.046018064,143,King,Black Diamond Library,Drop Box,"24707 Roberts Dr, Black Diamond, WA 98010","Open 24 hours a day beginning October 15 and Closes on Election Day, November 3 at 8 p.m.",NULL,0,,47.311738,-122.012683
1220791.1512378,890015.69318223,144,King,Bothell City Hall,Drop Box,"18415 101st Ave NE, Bothell, WA 98011","Open 24 hours a day beginning October 15 and Closes on Election Day, November 3 at 8 p.m.",19,1,,47.7613,-122.206
1193482.14844123,793562.447112724,145,King,Boulevard Park Library,Drop Box,"12015 Roseberg Ave S, Seattle, WA 98168","Open 24 hours a day beginning October 15 and Closes on Election Day, November 3 at 8 p.m.",19,1,,47.4953,-122.308
1183573.91957006,876916.358160481,146,King,Broadview Library,Drop Box,"12755 Greenwood Ave N, Seattle, WA 98133","Open 24 hours a day beginning October 15 and Closes on Election Day, November 3 at 8 p.m.",19,1,,47.7231,-122.356
1185331.51972939,783388.514704719,147,King,Burien Town Square Park (corner of 5th Ave SW and SW 152nd St),Drop Box,"480 SW 152nd St, Burien, WA 98166","Open 24 hours a day beginning October 15 and Closes on Election Day, November 3 at 8 p.m.",19,1,,47.4669,-122.34
1292336.08984056,848120.346526891,148,King,Carnation Library,Drop Box,"4804 Tolt Ave, Carnation, WA 98014","Open 24 hours a day beginning October 15 and Closes on Election Day, November 3 at 8 p.m.",NULL,0,,47.650359,-121.912154
1188485.32936664,830099.134865969,149,King,CenturyLink Field Event Center Vote Center,Voting Center,"800 Occidental Ave S, Seattle, WA 98134","Saturday, October 31, 10:00 a.m. – 4:00 p.m. Monday, November 2, 8:30 a.m. – 6:00 p.m. Election Day, November 3, 8:30 a.m. – 8:00 p.m.  ",3,0,,47.595116,-122.331638
1238432.97881497,742891.727588221,150,King,Covington Library,Drop Box,"27100 164th Ave SE, Covington, WA 98042","Open 24 hours a day beginning October 15 and Closes on Election Day, November 3 at 8 p.m.",19,1,,47.3591,-122.122
1237903.59896822,837108.573931053,151,King,Crossroads Shopping Center (south entrance),Drop Box,"15600 NE 8th St, Bellevue, WA 98008","Open 24 hours a day beginning October 15 and Closes on Election Day, November 3 at 8 p.m.",19,1,,47.6173,-122.132
1274256.98459464,881014.705934897,152,King,Duvall Police Department-Depot Park,Drop Box,"26225 NE Burhen Way, Duvall, WA 98019","Open 24 hours a day beginning October 15 and Closes on Election Day, November 3 at 8 p.m.",19,1,,47.7396,-121.988
1270567.36598964,685456.031764314,153,King,Enumclaw Library,Drop Box,"1700 1st St, Enumclaw, WA 98022","Open 24 hours a day beginning October 15 and Closes on Election Day, November 3 at 8 p.m.",19,1,,47.2034,-121.988
1230955.88156447,776430.285839066,154,King,Fairwood Library,Drop Box,"17009 140th Ave SE, Renton, WA 98058","Open 24 hours a day beginning October 15 and Closes on Election Day, November 3 at 8 p.m.",19,1,,47.4506,-122.155
1296285.27944872,818329.197447896,155,King,Fall City Library,Drop Box,"33415 SE 42nd Pl, Fall City, WA 98024","Open 24 hours a day beginning October 15 and Closes on Election Day, November 3 at 8 p.m.",19,1,,47.5689,-121.894
1188756.8022489,728141.967717722,156,King,Federal Way 320th Library,Drop Box,"848 S 320th St, Federal Way, WA 98003","Open 24 hours a day beginning October 15 and Closes on Election Day, November 3 at 8 p.m.",19,0,,47.3157,-122.321
1187666.96945481,723934.919701397,157,King,Federal Way City Hall,Drop Box,"33325 8th Ave S, Federal Way, WA 98003","Open 24 hours a day beginning October 15 and Closes on Election Day, November 3 at 8 p.m.",19,1,,47.3041,-122.325
,,158,King,Federal Way Performing Arts & Event Center Vote Center,Voting Center,"31510 Pete von Reichbauer Way S, Federal WAy, WA 98003","Saturday, October 31, 10:00 a.m. – 4:00 p.m.  Monday, November 2, 8:30 a.m. – 6:00 p.m.  Election Day, November 3, 8:30 a.m. – 8:00 p.m.    ",NULL,0,,,
1195901.73710597,834520.112244472,159,King,Garfield Community Center,Drop Box,"2323 E Cherry St, Seattle, WA 98122","Open 24 hours a day beginning October 15 and Closes on Election Day, November 3 at 8 p.m.",19,1,,47.6077,-122.302
1190102.07744548,861108.994434059,160,King,Green Lake Community Center,Drop Box,"7201 E Green Lake Dr N, Seattle, WA 98115","Open 24 hours a day beginning October 15 and Closes on Election Day, November 3 at 8 p.m.",19,1,,47.6802,-122.328
1177134.56007347,813246.618702307,161,King,High Point Library,Drop Box,"3411 SW Raymond St, Seattle, WA 98126","Open 24 hours a day beginning October 15 and Closes on Election Day, November 3 at 8 p.m.",19,1,,47.5482,-122.376
1194581.2784608,755043.883401975,162,King,Highline College (entrance across from 27th Ave S),Drop Box,"2400 S 240th St, Des Moines, WA 98198","Open 24 hours a day beginning October 15 and Closes on Election Day, November 3 at 8 p.m.",19,1,,47.3898,-122.3
1275769.91267113,764340.950109646,163,King,Hobart Food Market,Drop Box,"20250 276th Ave SE, Maple Valley, WA 98038","Open 24 hours a day beginning October 15 and Closes on Election Day, November 3 at 8 p.m.",19,1,,47.4199,-121.973
1261206.98510414,804897.297146395,164,King,Issaquah City Hall,Drop Box,"130 E Sunset Way, Issaquah, WA 98027","Open 24 hours a day beginning October 15 and Closes on Election Day, November 3 at 8 p.m.",19,1,,47.5303,-122.035
1210208.76689081,889919.073624805,165,King,Kenmore City Hall,Drop Box,"18120 68th Ave NE, Kenmore, WA 98028","Open 24 hours a day beginning October 15 and Closes on Election Day, November 3 at 8 p.m.",19,1,,47.7604,-122.249
1210128.71324514,889981.790362895,166,King,Kenmore City Hall Vote Center,Voting Center,"18120 68th Avenue NE, Kenmore, WA 98028","Saturday, October 31, 10:00 a.m. – 4:00 p.m.  Monday, November 2, 8:30 a.m. – 6:00 p.m.  Election Day, November 3, 8:30 a.m. – 8:00 p.m.    ",8,0,,47.760567,-122.249331
1220235.26881939,750824.914477721,167,King,Kent YMCA,Drop Box,"10828 SE 248th St, Kent, WA 98030","Open 24 hours a day beginning October 15 and Closes on Election Day, November 3 at 8 p.m.",19,0,,47.379795,-122.196093
1225993.36786747,764166.577426896,168,King,Kentridge High School,Drop Box,"12430 SE 208th St, Kent, WA 98031","Open 24 hours a day beginning October 15 and Closes on Election Day, November 3 at 8 p.m.",19,1,,47.4167,-122.174
1188955.28840047,832928.573104724,169,King,King County Administration Building,Drop Box,"500 4th Ave, Seattle, WA 98104","Open 24 hours a day beginning October 15 and Closes on Election Day, November 3 at 8 p.m.",19,1,,47.6029,-122.33
1212295.71809748,783215.876926646,170,King,King County Elections,Drop Box,"919 SW Grady Way, Renton, WA 98057","Open 24 hours a day beginning October 15 and Closes on Election Day, November 3 at 8 p.m.",19,1,,47.4681,-122.231
1212295.71809748,783215.876926646,171,King,King County Elections Vote Center,Voting Center,"919 SW Grady Way, Renton, WA 98057","Weekdays, October 14 – 23, 8:30 a.m. – 4:30 p.m.  Weekdays, October 26 – November 2, 8:30 a.m. – 6:00 p.m.  Saturday, Oct 31, 10:00 a.m. – 4:00 p.m.  Election Day, November 3, 8:30 a.m. – 8:00 p.m.  ",20,1,,47.4681,-122.231
1227925.03821673,878368.112802893,172,King,Kingsgate Library,Drop Box,"12315 NE 143rd St, Kirkland, WA 98034","Open 24 hours a day beginning October 15 and Closes on Election Day, November 3 at 8 p.m.",19,1,,47.7298,-122.176
1219892.33676247,859857.487094566,173,King,Kirkland City Hall,Drop Box,"123 5th Ave, Kirkland, WA 98033","Open 24 hours a day beginning October 15 and Closes on Election Day, November 3 at 8 p.m.",19,1,,47.6786,-122.207
1197822.90682006,875491.500773981,174,King,Lake City Library,Drop Box,"12501 28th Ave NE, Seattle, WA 98125","Open 24 hours a day beginning October 15 and Closes on Election Day, November 3 at 8 p.m.",19,1,,47.7201,-122.298
1203022.39904572,887671.311059982,175,King,Lake Forest Park City Hall,Drop Box,"17425 Ballinger Way NE, Lake Forest Park, WA 98155","Open 24 hours a day beginning October 15 and Closes on Election Day, November 3 at 8 p.m.",19,1,,47.7538,-122.278
1172455.6967278,844667.03584823,176,King,Magnolia Park,Drop Box,"1461 Magnolia Blvd W, Seattle, WA 98199","Open 24 hours a day beginning October 15 and Closes on Election Day, November 3 at 8 p.m.",19,1,,47.634,-122.398
1206871.03209648,861639.797506303,177,King,Magnuson Park-The Brig,Drop Box,"6344 NE 74th St, Seattle, WA 98115","Open 24 hours a day beginning October 15 and Closes on Election Day, November 3 at 8 p.m.",19,1,,47.6827,-122.26
1214012.47450647,827692.745649889,178,King,Mercer Island Community & Event Center,Drop Box,"8236 SE 24th St, Mercer Island, WA 98040","Open 24 hours a day beginning October 15 and Closes on Election Day, November 3 at 8 p.m.",19,1,,47.5901,-122.228
1240119.37701698,704112.520697981,179,King,Muckleshoot Tribe - Philip Starr Building,Drop Box,"39015 172nd Ave SE, Auburn, WA 98092","Open 24 hours a day beginning October 15 and Closes on Election Day, November 3 at 8 p.m.",19,1,,47.2529,-122.112
1228171.8333268,808596.686401144,180,King,Newcastle City Hall,Drop Box,"12835 Newcastle Way, Newcastle, WA 98056","Open 24 hours a day beginning October 15 and Closes on Election Day, November 3 at 8 p.m.",19,1,,47.5386,-122.169
1198046.58517846,809439.963914067,181,King,NewHolly Neighborhood Campus,Drop Box,"7054 32nd Ave S, Seattle, WA 98118","Open 24 hours a day beginning October 15 and Closes on Election Day, November 3 at 8 p.m.",19,1,,47.5391,-122.291
1233358.24716656,820309.387057066,182,King,Newport Way Library,Drop Box,"14250 SE Newport Way, Bellevue, WA 98006","Open 24 hours a day beginning October 15 and Closes on Election Day, November 3 at 8 p.m.",19,1,,47.571,-122.149
1185709.81063947,767763.23132281,183,King,Normandy Park Towne Center,Drop Box,"19901 1st Ave S, Normandy Park, WA 98148","Open 24 hours a day beginning October 15 and Closes on Election Day, November 3 at 8 p.m.",19,1,,47.4241,-122.337
1323262.72943072,791894.859896719,184,King,North Bend Library,Drop Box,"115 E 4th St, North Bend, WA 98045","Open 24 hours a day beginning October 15 and Closes on Election Day, November 3 at 8 p.m.",19,1,,47.4977,-121.783
1189031.63929763,868067.173102975,185,King,North Seattle College (south visitor lot access from N 95th St),Drop Box,"9600 College Way N, Seattle, WA 98103","Open 24 hours a day beginning October 15 and Closes on Election Day, November 3 at 8 p.m..",19,1,,47.6992,-122.333
1203110.71153314,803888.938598812,186,King,Rainier Beach Community Center,Drop Box,"8825 Rainier Ave S, Seattle, WA 98118","Open 24 hours a day beginning October 15 and Closes on Election Day, November 3 at 8 p.m.",19,1,,47.5242,-122.27
1199956.77459955,817424.085084885,187,King,Rainier Community Center,Drop Box,"4600 38th Ave S, Seattle, WA 98118","Open 24 hours a day beginning October 15 and Closes on Election Day, November 3 at 8 p.m.",19,1,,47.5611,-122.284
1238862.67086898,859638.590550721,188,King,Redmond City Hall,Drop Box,"15670 NE 85th St, Redmond, WA 98052","Open 24 hours a day beginning October 15 and Closes on Election Day, November 3 at 8 p.m.",19,1,,47.6791,-122.13
1244420.26703723,854233.668289721,189,King,Redmond Community Center at Marymoor Village,Drop Box,"6505 176th Ave NE, Redmond, WA 98052","Open 24 hours a day beginning October 15 and Closes on Election Day, November 3 at 8 p.m.",19,1,,47.6646,-122.107
1209895.23930264,752876.103616804,190,King,Regional Justice Center (near parking garage entrance),Drop Box,"401 4th Ave N, Kent, WA 98032","Open 24 hours a day beginning October 15 and Closes on Election Day, November 3 at 8 p.m.",19,1,,47.3848,-122.238
1226105.92636938,792768.858804896,191,King,Renton Public Health Center,Drop Box,"3201 NE 7th St, Renton, WA 98056","Open 24 hours a day beginning October 15 and Closes on Election Day, November 3 at 8 p.m.",19,1,,47.4951,-122.176
1261463.59384289,830760.928817973,192,King,Sammamish City Hall,Drop Box,"801 228th Ave SE, Sammamish, WA 98075","Open 24 hours a day beginning October 15 and Closes on Election Day, November 3 at 8 p.m.",19,1,,47.6012,-122.036
1191287.21451089,837727.724595636,193,King,"Seattle Central College, Broadway-Edison Building (northeast corner)",Drop Box,"1701 Broadway, Seattle, WA 98122","Open 24 hours a day beginning October 15 and Closes on Election Day, November 3 at 8 p.m.",19,1,,47.6162,-122.321
1181479.90112031,850801.322136059,194,King,Seattle Pacific University Bookstore,Drop Box,"310 W Bertona St, Seattle, WA 98119","Open 24 hours a day beginning October 15 and Closes on Election Day, November 3 at 8 p.m.",19,1,,47.6514,-122.362
1191475.68165363,888518.951425061,195,King,Shoreline Library,Drop Box,"345 NE 175th St, Shoreline, WA 98155","Open 24 hours a day beginning October 15 and Closes on Election Day, November 3 at 8 p.m.",19,1,,47.7554,-122.325
1186168.09056281,893058.129026473,196,King,Shoreline Park & Ride,Drop Box,"18821 Aurora Ave N, Shoreline, WA 98133","Open 24 hours a day beginning October 15 and Closes on Election Day, November 3 at 8 p.m.",19,1,,47.7675,-122.347
1210499.15541764,791501.356746733,197,King,Skyway Library,Drop Box,"12601 76th Ave S, Seattle, WA 98178","Open 24 hours a day beginning October 15 and Closes on Election Day, November 3 at 8 p.m.",19,1,,47.4907,-122.239
1301468.38752081,804009.359945893,198,King,Snoqualmie Library,Drop Box,"7824 Center Boulevard SE, Snoqualmie , WA 98065","Open 24 hours a day beginning October 15 and Closes on Election Day, November 3 at 8 p.m.",19,1,,47.5299,-121.872
1187387.54547296,839788.621392474,199,King,South Lake Union,Drop Box,"310 Terry Ave N, Seattle, WA 98109","Open 24 hours a day beginning October 15 and Closes on Election Day, November 3 at 8 p.m.",15,1,,47.6216,-122.337
1190036.13466397,804953.023084804,200,King,South Park Library,Drop Box,"8604 8th Ave S, Seattle, WA 98108","Open 24 hours a day beginning October 15 and Closes on Election Day, November 3 at 8 p.m.",19,1,,47.5263,-122.323
1182586.53867081,812949.474611565,201,King,"South Seattle College, (at the entrance of the Robert Smith Building)",Drop Box,"6000 16th Ave SW, Seattle, WA 98106","Open 24 hours a day beginning October 15 and Closes on Election Day, November 3 at 8 p.m.",19,0,,47.547739,-122.353903
1263051.34427631,746851.812187731,202,King,Tahoma School District Building,Drop Box,"25720 Maple Valley-Black Diamond Rd SE, Maple Valley, WA 98038","Open 24 hours a day beginning October 15 and Closes on Election Day, November 3 at 8 p.m.",19,1,,47.3713,-122.023
1200862.35677789,791862.185093313,203,King,Tukwila Community Center,Drop Box,"12424 42nd Ave S, Tukwila, WA 98168","Open 24 hours a day beginning October 15 and Closes on Election Day, November 3 at 8 p.m.",19,1,,47.4911,-122.278
1193600.39754856,852489.408982977,204,King,"University of Washington Campus,  Schmitz Hall (by north entrance on NE 41st St)",Drop Box,"1410 NE Campus Parkway, Seattle, WA 98195","Open 24 hours a day beginning October 15 and Closes on Election Day, November 3 at 8 p.m.",19,1,,47.6568,-122.313
,,205,King,University of Washington Seattle Campus - Dempsey Indoor Center Vote Center,Voting Center,"Walla Walla Road, Seattle, WA 98105","Saturday, October 31, 10:00 a.m. – 4:00 p.m. Monday, November 2, 8:30 a.m. – 6:00 p.m. Election Day, November 3, 8:30 a.m. – 8:00 p.m. ",NULL,0,,,
1189643.72370338,830686.747535899,206,King,Uwajimaya,Drop Box,"619 6th Ave S, Seattle, WA 98104","Open 24 hours a day beginning October 15 and Closes on Election Day, November 3 at 8 p.m..",19,1,,47.5968,-122.327
1201457.30965622,774335.145672396,207,King,Valley View Library,Drop Box,"17850 Military Rd S, SeaTac, WA 98188","Open 24 hours a day beginning October 15 and Closes on Election Day, November 3 at 8 p.m.",19,1,,47.4431,-122.274
1155510.92024997,778195.930601731,208,King,Vashon Library,Drop Box,"17210 Vashon Highway SW, Vashon Island, WA 98070","Open 24 hours a day beginning October 15 and Closes on Election Day, November 3 at 8 p.m.",19,1,,47.4507,-122.46
1188588.29307148,848992.715517059,209,King,Waterway 19 Park (next to Gas Works Park),Drop Box,"2119 N Northlake Way, Seattle, WA 98103","Open 24 hours a day beginning October 15 and Closes on Election Day, November 3 at 8 p.m.",19,1,,47.6469,-122.333
1182459.55631322,798050.889579386,210,King,White Center Library,Drop Box,"1409 SW 107th St, Seattle, WA 98146","Open 24 hours a day beginning October 15 and Closes on Election Day, November 3 at 8 p.m.",19,1,,47.5069,-122.353
1251217.97916356,885914.820806563,211,King,Woodinville Library,Drop Box,"17105 Avondale Rd NE, Woodinville, WA 98072","Open 24 hours a day beginning October 15 and Closes on Election Day, November 3 at 8 p.m.",19,1,,47.7518,-122.082
1142192.67621723,847644.991834566,212,Kitsap,Bainbridge Island School District,Drop Box,"8489 Madison Ave NE, Bainbridge Island, WA 98110",NULL,18,1,,47.6401,-122.521
1097600.44387956,867123.054256305,213,Kitsap,Bangor - Naval Base Kitsap,Drop Box,"2500 Ohio St, NSB Silverdale, WA 98315",NULL,18,1,Located near the Kitsap Credit Union and NEX Package Store,47.6902,-122.704
1116116.91308014,831872.264849886,214,Kitsap,Bremerton - KRL Sylvan Way Branch,Drop Box,"1301 Sylvan Way, Bremerton, WA 98310",NULL,18,1,Kitsap Regional Library ,47.595,-122.625
1115594.96694556,821668.384010971,215,Kitsap,Bremerton - Norm Dicks,Drop Box,"345 6th St, Bremerton, WA 98337",NULL,18,1,,47.567,-122.626
1113582.05692939,765380.337794647,216,Kitsap,Burley Store,Drop Box,"14972 Bethel-Burley Rd SE, Burley, WA 98367",NULL,18,1,,47.4126,-122.628
1138652.93821797,948864.675221562,217,Kitsap,Hansville - Norwegian Point Park,Drop Box,"38950 Hansville Rd NE, Hansville, WA 98340",NULL,18,1,,47.9172,-122.546
1142491.31046247,888108.635644645,218,Kitsap,Indianola Tennis Courts,Drop Box,"20761 Greenwood St NE, Indianola, WA 98342",NULL,18,1,,47.751,-122.524
1117425.37896714,871286.905836731,219,Kitsap,Keyport - Central Park,Drop Box,"15378 Washington Ave NE, Keyport, WA 98345",NULL,18,1,,47.7031,-122.624
1148096.46887155,905300.610446975,220,Kitsap,Kingston - Village Green Park,Drop Box,"10810 NE West Kingston Rd, Kingston, WA 98346",NULL,18,1,,47.7985,-122.503
1135478.2844623,816982.479012728,221,Kitsap,Manchester - Stormwater Park,Drop Box,"2399 Colchester Dr E, Manchester, WA 98366",NULL,18,1,,47.5556,-122.545
1114500.77195548,822607.307658061,222,Kitsap,Marvin Williams Recreation Center,Voting Center,"725 Park Ave, Bremerton, WA 98337",7 a.m. to 8 p.m.,3,0,Marvin Williams Recreation Center Open Election Day. Also open the Saturday and Monday before Election Day 8:30 a.m. - 4:30 p.m.,47.569492,-122.630533
1139061.68280731,907758.438208476,223,Kitsap,North Kitsap Fire & Rescue,Drop Box,"26642 Miller Bay Rd NE, Kingston, WA 98346",NULL,18,1,,47.8046,-122.54
1114356.68530139,885311.049376309,224,Kitsap,North Kitsap Vote Center,Voting Center,"911 NE Liberty Rd, Poulsbo, WA 98370",7 a.m. to 8 p.m.,3,0,Poulsbo Fire Station  Open Election Day. Also open the Saturday and Monday before Election Day 8:30 a.m. - 4:30 p.m.,47.7413,-122.638
1112349.6200898,811282.845726982,225,Kitsap,Port Orchard - Admin Bldg,Drop Box,"619 Division St, Port Orchard, WA 98366",,18,1,County Administration Building Located on the side of the Administration Building near the corner of Division St and Cline Ave.,47.5383,-122.638
1108694.82457788,894297.490392894,226,Kitsap,Poulsbo - Olympic College,Drop Box,"1000 Olympic College Way NW, Poulsbo, WA 98370",NULL,18,1,,47.7655,-122.662
1114356.68530139,885311.049376309,227,Kitsap,Poulsbo Fire Station,Drop Box,"911 NE Liberty Rd, Poulsbo, WA 98370",NULL,18,1,,47.7413,-122.638
1068054.14437647,834467.680590808,228,Kitsap,Seabeck - Green Mountain Elementary,Drop Box,"3860 Boundary Trail NW, Bremerton, WA 98312",NULL,18,1,,47.5984,-122.82
1098882.05942656,851211.876761138,229,Kitsap,Silverdale - Jenne-Wright Building,Drop Box,"9210 Silverdale Way NW, Silverdale, WA 98383",NULL,18,1,Central Kitsap School District Administration Bldg ,47.6467,-122.697
1104928.74680822,793020.487566724,230,Kitsap,South Kitsap Fire Station 17,Drop Box,"7990 McCormick Woods Dr SW, Port Orchard, WA 98367",NULL,18,1,,47.4877,-122.666
1121911.12951006,808435.061068222,231,Kitsap,South Kitsap Fire Station 8,Drop Box,"1974 Fircrest Dr SE, Port Orchard, WA 98366",NULL,18,1,,47.5312,-122.599
1112098.73148397,811143.680979058,232,Kitsap,South Kitsap Vote Center,Voting Center,"619 Division St, Port Orchard, WA 98366",7 a.m. to 8 p.m.,3,1,County Administration Building Commissioners' Chambers Open Election Day - 7 a.m. to 8 p.m.  Also open the Saturday and Monday before Election Day 8:30 a.m. - 4:30 p.m.    ,47.5379,-122.639
1146923.18151997,800706.294373557,233,Kitsap,Southworth - Ferry Terminal,Drop Box,"11677 SE Southworth Ferry Dr, Southworth, WA 98366",NULL,18,1,Enter terminal parking via Ridge Crest Way SE,47.5118,-122.497
1133671.42521514,880235.167795807,234,Kitsap,Suquamish - Tribal Council Building,Drop Box,"18490 Suquamish Way NE, Suquamish, WA 98392",NULL,18,1,,47.7288,-122.559
1111762.06975572,835128.519820303,235,Kitsap,Tracyton - Elks Lodge 1181,Drop Box,"4131 Pine Rd NE, Bremerton, WA 98310",NULL,18,1,,47.6036,-122.643
1104852.22924472,817216.900787979,236,Kitsap,West Side Improvement Club,Drop Box,"4109 West E St, Bremerton, WA 98312",NULL,18,1,,47.554,-122.669
1631188.79336739,608951.840612888,237,Kittitas,Central Washington University - SURC - DROP BOX ONLY,Drop Box,"1007 N. Chestnut St, Ellensburg, WA 98926",NULL,20,1,Curbside of the SURC entrance ,47.0032,-120.537
1660886.04073131,602176.695042476,238,Kittitas,City of Kittitas - DROP BOX ONLY,Drop Box,"207 Main St, Kittitas, WA 98934",NULL,20,1,Located in the Alley behind City of Kittitas Administrative building. ,46.9846,-120.418
1517920.94214764,689681.374691561,239,Kittitas,City of Roslyn Roslyn Library - DROP BOX ONLY,Drop Box,"201 S. 1st St, Roslyn, WA 98941",NULL,20,1,,47.2235,-120.993
1534513.1891468,679298.961401314,240,Kittitas,Cle Elum Centennial Center,Voting Center,"719 E. 3rd Street, Cle Elum, WA 98922",NULL,0,0,,47.1953,-120.926
1628193.30624814,606509.906848475,241,Kittitas,Courthouse - Drive Up Drop Box,Drop Box,"205 W 5th Ave ave, Ellensburg, WA 98926",NULL,20,1,,46.9965,-120.549
1472397.41967781,693758.59521164,242,Kittitas,Easton Fire Station - DROP BOX ONLY,Drop Box,"180 Cabin Creek Rd, Easton, WA 98925",NULL,20,0,,47.233753,-121.176343
1628193.30624814,606509.906848475,243,Kittitas,Kittitas County Auditor's Office,Voting Center,"205 W 5th, Ste 105, Ellensburg, WA 98926",NULL,20,1,,46.9965,-120.549
1628193.30624814,606509.906848475,244,Kittitas,Kittitas County Auditor's Office Drop Box,Drop Box,"205 W 5th, Ste 105, Ellensburg, WA 98926",NULL,20,1,,46.9965,-120.549
